Telegram ID,Count
375542731,26
462722,30
432970267,19
518420147,18
459392242,21
270200807,9
305936907,17
238773003,9
407841196,20
464619027,8
387877255,10
279159946,16
407249068,7
263310465,8
1178706327,19
472067999,7
37475999,8
85281936,7
501832798,15
38055419,22
49846066,15
112842363,23
508640239,16
469408485,6
315184635,6
337758129,16
436934693,15
790769438,7
320940676,6
909166912,7
323559061,14
370296641,6
450910678,14
438786796,14
477151824,6
506573104,14
785943617,15
792845295,7
1002489864,6
579592081,16
325375033,6
454815839,8
403147,5
447480871,5
361697883,5
468496634,5
483226083,6
476364236,5
95188025,6
864624886,14
740776227,7
392304884,2
530546121,5
373727962,5
367664519,6
483215845,5
412563129,5
1343523870,5
178446945,5
261595784,5
545242716,5
404461823,5
29526041,13
46946584,5
398310612,5
369488310,5
1241295558,6
584964339,5
1281903757,5
549917670,5
445479964,5
371349957,2
1323045482,5
332731712,4
419345,5
387189569,4
378358615,2
470269277,4
380905831,5
415215249,13
484107394,4
268529012,5
396492320,4
499388540,5
349384764,12
154699249,5
1045541275,4
489605442,5
1318167214,4
896387744,4
1382890433,22
1394984165,4
807752860,4
423418935,4
312853581,12
98221489,4
16708526,11
149954717,4
650045343,10
521376570,4
480611928,4
370651183,4
781086902,4
36742237,4
491346147,4
271029178,5
486474957,5
355608797,4
384529305,4
1345655035,4
441587540,4
501496799,4
1296810619,4
433315452,4
1059514834,13
454241131,12
971724,4
752572964,4
511355494,4
243404190,4
404806059,4
414467556,5
1358058129,4
1358048057,4
321020476,4
147577458,5
413955281,5
537727744,3
231249850,4
424560226,4
413290672,12
375018486,4
1000100743,3
195688323,4
415513012,12
487999687,5
879837823,4
1005317652,3
953506,3
469054290,3
505632204,3
496876605,11
850500839,24
414782431,5
265237894,3
149154010,3
428360295,4
428251001,4
279043344,3
949400966,3
1265488773,4
426739392,4
6884316,11
455988606,3
359380489,4
1480565976,4
1474696830,3
212733944,3
1432534721,5
521050668,4
772556603,3
757766027,3
427477348,3
715518902,4
302957889,3
587053178,3
557084459,4
415533864,3
188200615,3
1362941890,3
523999898,3
594354757,3
578464525,4
272895004,4
887463665,3
1499998068,3
492519214,11
1238192119,4
462692720,3
279982796,3
172725326,3
261855765,3
355676,3
493603144,3
441053137,3
419628360,4
419590682,3
390256028,3
347940896,3
1042373427,4
302447112,3
92794221,3
627011619,8
480520560,3
476933601,3
909755176,3
368008033,3
825227753,3
428840721,3
429984253,3
238010207,4
345296042,3
216187278,3
219461181,3
455519079,3
523622946,3
200363979,3
435363513,3
881662196,4
477118984,3
1090155356,3
333921138,3
472473268,3
501179791,3
62938261,3
523432911,4
339268340,4
11697044,3
418892715,3
1300168356,3
430635261,3
1445159297,4
189336875,3
327964678,3
439403435,3
152215506,3
446554115,3
324336299,4
319410038,3
214822870,3
630067128,3
6722095,3
555144444,3
1310028300,3
448273956,3
490131028,3
487695059,3
161549665,3
458920836,3
1378084292,3
1453251816,3
101568319,3
370810211,3
430403394,3
466380978,3
589779122,3
390514791,3
394865914,3
410782636,3
1283851726,3
112883555,3
864144767,3
1398947505,3
1028429210,3
284809503,2
349052958,3
647887019,3
379350499,3
429650540,3
397983212,3
1225506402,3
408051108,4
696692022,3
857319825,3
414666138,3
1051903737,2
875903708,2
493469383,2
602878484,2
1355108627,2
183220729,2
499202,2
1843942464,3
788681904,3
426040423,3
398463856,3
447493671,3
395049925,3
346697919,2
975844773,3
37156451,3
526943296,3
519898470,3
1552851159,3
1333392084,3
173160725,2
473951121,2
507734231,2
207187668,2
393839297,2
908869959,2
424012673,2
326126408,2
390067847,2
429766266,3
861293896,3
358854851,2
904944578,2
70421674,2
642993231,2
1376617405,2
371268670,2
458881015,2
844554965,2
711725516,2
221903542,2
738756848,3
224230105,2
1668790291,2
795212417,2
533772868,2
330257786,2
378746075,2
434651715,2
24151982,2
337155815,2
399719678,2
460101387,4
1225918319,3
1717572704,3
215386249,3
162177023,3
387443199,3
367808867,2
1101508842,2
358680011,2
924470928,2
148664858,2
390403610,2
428443351,3
465957195,2
359774701,2
621587673,2
280574358,2
448309583,2
291866701,2
404575228,2
122924433,2
1096718200,2
1387040310,2
855424345,3
892740927,3
404251977,2
526694265,2
437981713,2
239288039,2
389271004,2
389916715,2
505492006,2
479642802,2
42369458,2
1222819845,2
533721047,2
918736160,2
343721579,2
1390343998,2
315164592,3
822252080,2
101887461,2
132006790,2
528462313,2
504595934,2
706647959,2
1072131853,2
464062585,2
465789903,3
305771171,3
447280889,3
396438804,3
913835114,2
1673105,17
380823736,2
1626396518,2
308260155,2
110757132,2
14295029,2
42481551,2
1035878672,2
604507589,2
36620301,2
348699705,2
427369712,2
101218467,2
321346215,2
724205879,2
222357979,3
1215285319,3
253659911,3
499440187,2
1357013745,2
446819401,2
466588334,2
426097852,2
400529045,2
454427566,2
530690090,2
197297118,2
970991423,2
1481937732,3
1659134542,2
341696347,2
1202195569,2
730885075,2
136922125,2
529508555,2
275660336,2
427146994,2
162358366,2
879057709,2
1242414407,2
1122127696,2
969816359,3
79207086,3
300616669,2
949308286,2
394438140,2
59656385,2
368358922,2
525270934,2
606105226,2
390556306,2
496739644,2
1234982301,2
272758832,2
387522830,2
355955169,2
412961730,2
1062599196,2
428466529,2
835351458,7
245574929,2
809571758,2
465439445,2
419333893,2
53671851,2
411909381,2
92018759,2
1030584826,3
516164442,2
373758718,2
539231269,2
1011002498,2
323716378,2
159001351,2
333249547,2
1284911529,2
454647440,2
1034482975,2
553966879,2
562518981,2
399539537,2
513697854,2
1172542967,2
503634957,2
344792777,2
508500932,2
1557220955,3
464199940,2
326042014,2
730803141,2
1280593985,2
1226534138,2
154456677,2
871377307,2
1553284125,2
520980639,2
1337966892,2
494592127,2
407149406,2
1363835354,2
512273237,2
150181701,2
99111810,2
54569285,2
490446547,2
436614093,2
281822265,10
52300750,2
157469230,2
495049708,2
472814487,2
273147659,2
508716666,2
825947116,2
1139758615,2
887454356,3
508652107,2
1933932299,2
940063157,2
10929364,2
1258579,2
1172069451,2
1669994,2
629486893,2
470861078,2
333016404,2
993186469,2
275840233,2
429218776,2
1383951886,2
952121887,2
970839441,2
353122066,2
387578635,2
1214215267,2
133860013,2
381342700,2
427555761,2
701068172,3
1429855691,2
391358843,2
519793904,2
144512600,2
702625754,2
1746774145,2
1304607710,2
1295526380,2
418078884,2
911600780,2
361373954,2
419546798,2
339190487,2
1090114839,2
507133853,2
179556044,2
1442035298,2
434256643,2
1406436264,2
930466664,2
852835463,3
488042751,3
363682069,2
474925836,2
469871391,2
98711303,2
1467230759,2
113758788,2
894810257,2
546112340,2
378707396,2
338612303,2
852134497,2
1309996249,2
286425232,2
525735499,2
7484058,2
475742500,2
547645366,2
416572034,2
447778611,2
55423051,2
614987939,2
341185361,8
984309085,2
162895296,2
412601339,2
349461368,2
1408218515,2
1045758168,2
66627257,2
657560683,2
416429494,2
200117554,2
698795970,2
229839185,2
423864565,2
667896838,2
471114623,2
809265645,2
380767465,2
637650948,2
8964803,2
531392418,2
270043267,2
1310386881,2
907769,2
616420398,12
475861128,2
381474053,2
324846887,2
413702375,2
1295040743,3
353760694,3
359604284,3
300932265,2
164710335,2
469028790,2
124196293,2
456365578,2
352568848,2
414810607,2
1347173969,2
941848666,2
545203904,2
128588852,2
418110921,2
310241822,2
1757007697,2
447082638,2
1294184002,2
531814935,2
1518408100,2
112176005,2
392574227,2
427994671,2
360768430,2
1491581371,2
432084545,2
834496966,2
166019400,2
984379045,2
231650994,3
321460076,2
437690408,2
319850226,2
346933710,2
127917312,2
278556147,1
324694879,1
1618289075,1
875572452,1
800770170,1
1385590475,1
1562277233,1
393593458,1
377811866,2
309382980,2
242857580,12
371294637,2
315083643,2
1234038349,2
798785780,2
517954032,2
453689761,2
613618183,2
456242520,2
834003425,2
489506692,2
900570093,2
947347255,2
430405140,2
942938223,2
1732539705,2
644002238,2
280872812,2
987671339,2
745400293,2
1656998396,7
552056771,2
52907612,2
1006342737,2
785719521,2
1205894723,2
408625101,2
808866756,2
504309248,2
520460623,2
404305279,2
380126666,2
443259140,1
235218021,1
433777766,1
458945022,1
528228634,1
539305301,1
298911341,1
403552844,1
366411884,1
171517544,1
1046306515,1
354642083,1
217405575,1
402727093,1
390510689,1
548869387,1
764557402,1
480965698,1
875973406,1
424270919,1
433287388,1
349766065,1
1061213586,1
1438875080,1
508041443,1
895059193,1
362420426,1
734253711,1
541342016,1
518917009,1
456306397,1
455292930,1
617733617,1
16191548,1
513870937,1
216432782,1
302115726,1
1431389680,1
716179937,1
343755659,1
1395629349,1
494638547,1
114231509,1
477157856,1
978522752,2
414210389,2
1449275075,2
120113567,2
382775948,2
573544029,2
475958321,2
1470916637,2
1490257918,2
489430805,2
315644441,2
513488316,2
776503958,2
1120250240,2
1535990575,2
218512976,2
1095187883,2
519211656,2
486181125,2
488872674,1
1280070845,1
1211335173,1
973849737,1
159629611,1
158638131,1
396194290,1
1105248896,1
586796685,1
1012209571,1
79310416,1
332396488,1
283171876,1
1247811342,1
330613173,1
1365021604,1
423705010,1
135565350,1
1772206338,1
137222678,1
469733493,1
667749776,1
939953184,1
390517153,1
1269971251,1
446557240,1
448697117,1
1449665493,1
1439084483,1
586719976,1
188653958,1
474544375,1
880619085,1
446123650,1
798365415,1
1616953395,1
1629925856,1
394903055,1
473601307,1
475329872,1
304588510,1
933625,1
426346860,1
333865958,1
655811810,1
764706213,1
156413085,1
1657399456,1
583938140,1
130667452,1
631593533,1
380300918,1
1325121482,1
818896091,6
447488263,2
463835127,2
192983904,2
1306896184,2
542761263,2
430748116,2
324682769,2
1784200233,2
159004992,2
388874447,2
246757977,2
871046751,2
333346800,2
1718043230,1
386349882,1
878024052,1
671286977,1
477614994,1
389406923,1
417366287,1
569342748,1
952230247,1
1336464189,1
93353570,1
439160033,1
395957950,1
603839945,1
431415073,1
1273113840,1
484734951,1
139396119,1
371590390,1
284275275,1
385286028,1
292838019,1
414406869,1
1152234592,1
772768644,1
468389147,1
511946956,1
327775722,1
1077253781,1
394738120,1
822963959,1
1269596504,1
289801571,1
400940319,1
373503403,1
725717381,1
1036821121,1
85770891,1
1457628539,1
1440218651,1
179875402,1
658498152,1
609695609,1
736065458,1
613732946,2
375898713,2
407063043,2
394492378,2
1698248703,2
385039629,2
551956392,2
478741888,2
135638865,2
458249180,2
190776115,2
361375870,2
38569069,1
434376552,1
367701997,1
480633145,1
514775922,1
98398297,1
119574,1
5765516,1
1184076515,1
101330403,1
444547165,1
556306507,1
729099279,1
234458299,1
231107958,1
1349436667,1
1307199076,1
138136039,1
285889999,1
614493208,1
536577177,1
470635615,1
1308227565,1
458176513,1
627470571,1
433046622,1
305497404,1
398389756,1
367280779,1
1397081458,1
1443607035,1
62471112,1
340368378,1
1232669430,1
469492346,1
614774139,1
1359561291,1
714499442,1
795395040,1
10993828,1
456736014,1
1499380405,1
833635860,1
1477864674,1
375216064,1
235415855,1
116195299,1
1098675418,1
342026720,1
1512107156,1
11230661,1
525087957,1
242546822,1
406704186,1
118561328,1
503560201,1
478169805,1
311474758,1
480537748,1
45252226,1
1189533326,1
533254398,1
1153300590,1
712526677,1
1559752006,1
453611653,1
1150924497,1
566040341,1
525002911,1
558022095,1
438392581,1
1137613626,1
347856132,2
427439092,2
314864392,2
528776183,2
825320353,2
1326049266,2
188111883,1
133911783,1
362006072,1
451032731,1
384290931,1
547598662,1
230550363,1
1137572575,1
822552258,1
1046098612,1
1208696793,1
114070335,1
412056342,1
48238700,1
1573859540,1
927183095,1
1325933399,1
777018435,1
416808024,3
1059670558,1
458913881,1
1334933224,1
1518185077,1
400381592,1
1276141358,1
407849559,1
226941153,1
405026342,1
536455772,1
217259028,1
342639536,1
1599793768,1
58958182,1
108956554,1
469312214,1
349053749,1
1073903989,1
386028458,1
36060994,1
212385408,1
814151850,1
509290330,1
1351032008,1
1331866665,1
1042886055,1
1621239545,1
798782421,1
467169211,1
1869173404,1
280627854,1
578233268,1
1362595844,1
611790325,1
374159891,1
543962591,1
334160825,1
132979046,1
850595466,1
424623847,1
1195703421,1
1590531227,1
899579972,1
364034883,1
358011500,1
1337729116,1
1112831845,1
44260445,1
273962203,1
194766992,1
735266059,1
221125480,1
245106517,1
536678783,1
1115282155,1
200173344,1
75969182,1
252093570,1
484892671,1
921795237,1
1657955801,1
848873631,1
399030440,1
886874760,1
540192586,1
1153963833,1
470870227,1
1202183274,1
1030933677,1
498153916,1
1032170262,1
1776503438,1
335754779,1
454928758,1
1219304780,1
1053354956,1
1192803240,1
1046571056,1
1587548605,7
378461193,2
1655317173,2
82516820,2
434327602,2
333151445,2
1205018368,2
456505651,1
1171013197,2
1664742491,1
1562880615,1
703500488,1
1530911399,1
318215507,1
229066165,1
409885755,1
461193015,1
978777760,1
995539303,1
1508233033,1
710677251,1
364397036,1
367817535,1
1252184754,1
485127916,1
436385056,1
398773174,1
437377841,1
218818758,1
218960325,1
502267889,1
1448464424,1
345427192,1
1226443007,1
1393797812,1
967077875,1
253625893,1
434875947,1
486697383,1
129266651,1
378055739,1
425521070,1
247145193,1
390813616,1
728717473,1
1263142776,1
1212836758,1
1637763737,1
1653489392,1
475201946,1
1533335525,1
28248979,1
5817247,1
1077342058,1
495671524,1
474689357,1
538464103,1
979973295,1
1003561158,1
1138011348,1
86075534,1
699965921,1
1488322902,1
472001932,1
626516011,1
877529271,1
1122011461,1
68760125,1
435930762,1
1587437654,1
1373143341,1
177533744,1
352362225,1
428050991,1
323913772,1
353688922,1
35409886,1
493164433,1
857359195,1
1381232810,1
316038387,1
329006815,1
261650513,1
1210789494,1
547996542,1
746942771,1
421561136,1
106338028,1
566573962,1
216524835,1
1181098613,1
322364572,1
509628815,1
388581253,1
792381846,1
454036520,1
1550105437,1
368373315,1
377631532,1
293405675,1
428154996,1
244353360,1
411103510,1
3896101,1
1562177009,1
1248917990,1
537815370,1
382242184,1
117187182,1
1213615499,1
774448760,1
541446714,1
407512243,1
369924065,1
366515268,1
1366759338,1
708754361,1
441101003,1
384410442,1
1671371343,1
1269639836,1
371666960,1
851627213,1
567708466,1
133281346,1
1477138395,1
58710811,1
616009915,1
307987092,1
940780468,1
1180171640,1
1086149876,1
834461208,1
305157936,1
379998419,1
290602619,1
660449832,1
544299588,1
307738050,1
581015461,1
263242745,1
149879385,1
405551550,1
521527129,1
1121242199,1
345584676,1
405462346,1
1389354968,1
1203982035,1
1061448826,1
888254024,1
1585931668,1
5681202,1
147367236,1
1316105715,1
446098299,1
113955403,1
974668058,1
665633994,1
746260413,1
384601571,1
1201535503,1
266856239,1
375565591,1
1294013905,1
501136307,2
1392467680,2
434887575,2
429354592,2
1669302096,2
70637108,2
223157648,2
430629403,22
425005756,1
545434338,1
227090930,1
279770918,1
1054429834,1
855538428,1
367545255,1
1486370605,1
304665109,1
347048751,1
509648605,1
1475817985,1
1056446031,1
495267036,1
423153587,1
500091,1
553184336,1
386921453,1
302959196,1
56181931,1
475128320,1
178575827,1
501785173,1
445446075,1
715023907,1
544581617,1
1188543157,1
882271094,1
1212571208,1
1701629707,1
764135940,1
415675941,1
510683816,1
894439757,1
413283371,1
269433695,1
425313917,1
88590106,1
1120321145,1
496212318,1
542933697,1
385583881,1
547605599,1
1105026147,1
626100,1
549508975,1
1011241408,1
1513028837,1
1482039022,1
398681540,1
216052256,1
674248764,1
585115405,1
1232391191,1
403219294,1
36686859,1
1387276629,1
1123596371,1
525333377,1
911864743,1
1058920179,1
621501048,1
185043664,1
802115870,1
403995867,1
358364966,1
385123040,1
463804345,1
1630084418,1
187707200,1
1660896189,1
1131823829,1
1548835417,1
405357362,1
473529433,1
561322294,1
1204924037,1
1298207789,1
1096779210,1
432237015,1
932997879,1
1233070596,1
1346208434,1
814791549,1
488988748,1
615557245,1
1243064655,1
1305108477,1
339462723,1
1348725764,1
260095051,1
428102989,1
523564877,1
341569555,1
448273680,1
1472868445,1
637635771,1
442300923,1
1245498001,1
972572355,1
455570017,1
1242362488,1
347585298,1
679797438,1
342248172,1
482342304,1
814975517,1
394177741,1
433496882,1
430659893,1
1327610631,1
1841482475,1
503104949,1
598748816,1
965642634,1
1182994805,1
690442312,1
431973182,1
511388246,1
1773928247,1
867105514,1
650059376,1
255222298,1
936983616,1
392207800,1
676040552,1
1132588538,1
413771696,1
1264096038,1
421155185,1
1460080006,1
895322855,1
1237591200,1
1211143783,1
428920381,1
436246345,1
56004974,1
284758480,1
427587191,1
614575689,1
434031828,1
404131727,1
1191181034,1
501644915,1
654759190,1
1151174045,1
504134355,1
938890188,1
1528292811,1
410510733,1
307400986,1
543861845,1
435785869,1
1344201957,1
1186022286,1
340638604,1
1149773056,1
989482618,1
377158416,1
1193878946,1
394410945,1
1402945095,1
1160068913,1
1087195921,1
1310121197,1
1071941774,1
388942673,1
1351960272,2
430935273,2
155511997,2
1399020363,2
1426874405,1
1136209017,1
1181558449,1
66372725,1
445502222,1
1630971345,1
210146820,1
617746487,1
1151044027,1
460476365,1
248459352,1
1019143422,1
1707835011,1
228107406,1
387562502,1
442875599,1
433369446,1
1814265256,1
732862791,1
356789398,1
111366570,1
323099844,1
253490524,1
86243378,1
1057972155,1
353865513,1
29153337,1
907281420,1
1258762988,1
1383729487,1
239252430,1
303651782,1
434351638,1
24545517,1
365208795,1
338248148,1
483787449,1
176404228,1
1356014767,1
348104513,1
599670585,1
1306893240,1
416063157,1
446421898,1
1501218300,1
253560971,1
286483576,1
1226154346,1
1747417989,1
1628272608,1
1364043625,1
1830411718,1
1669031968,1
453450939,1
100248031,1
397396687,1
546634071,1
558828133,1
1214061814,1
463493037,1
546692014,1
931365966,1
523010474,1
284224159,1
607399403,1
228798963,1
509927350,1
473320661,1
164499783,1
578553496,1
339163549,1
175044422,1
346411698,1
1425207612,1
348981440,1
1143537635,1
1399813353,1
493908741,1
57477299,1
1230661087,1
409677512,1
389576872,1
190049452,1
498368662,1
636550078,1
866889574,1
272930304,1
1486016107,1
470824835,1
506671596,1
498132771,1
558069138,1
467675094,1
1556012706,1
658277745,1
621905116,1
238091691,1
636347888,1
14609375,1
1104372891,1
483792290,1
779540407,1
407536475,1
569068377,1
407691571,1
525454224,1
217916804,1
526231018,1
626279320,1
306363565,1
885283,1
1335094586,1
490448854,1
534883327,1
487511699,1
458139417,1
376156798,1
437817370,1
828903500,1
353459159,1
582517542,1
1336821344,1
123778925,1
274289778,1
427530295,1
525561442,1
799904906,1
1653624986,1
378804702,1
337300509,1
1686775963,1
1528253812,1
157129485,1
391560991,1
506932115,1
1701166048,1
370414512,1
451855690,1
1655462839,1
1144777364,1
1354269787,1
1525578786,1
389124315,1
953391475,1
411193325,1
342728885,1
495853520,1
557439613,1
525665359,1
270884598,1
989272721,1
403948838,1
1345036403,1
1361255076,1
1182720020,1
548338570,1
664435400,1
1507239997,1
942195214,1
1149713646,1
209831397,1
1381636386,1
1764871841,1
1311832977,1
1812160482,1
267114879,1
739478540,1
647570811,1
817277931,1
425467114,1
1029332802,1
507702407,1
96653683,1
641527544,1
720837515,1
501566333,1
819175598,1
562426,1
496951700,1
404004550,1
222655426,1
1165897480,1
754914617,1
251731455,1
371197484,1
368893450,1
1075470718,1
1570005286,1
1383882979,1
184582206,1
1833743035,1
1336604208,1
338322302,1
112651495,1
398171255,1
853778378,1
483490587,1
611495414,1
396063611,1
254661778,1
49604407,1
2111407,1
1320576814,1
810558010,1
1634447864,1
512400150,1
797875780,1
495934427,1
1498188921,1
1174549450,1
1755526460,1
1237350129,1
1978844807,1
656797597,1
363784410,1
389933950,1
631044673,1
527694861,1
1286558081,1
1584602712,1
449754295,1
1428688281,1
1240393403,1
490629563,1
844306114,1
788813865,1
492509312,1
1128257549,1
1415772153,1
382165996,1
456209534,1
1002343182,1
920072695,1
1345860785,1
542454696,1
676666713,1
206337403,1
476749746,1
730041113,1
413179337,1
509422931,1
372334445,1
409553611,1
1199027303,1
1048214837,1
44683762,1
199647427,1
752392,1
466036424,1
993092992,1
1281948008,1
363093662,1
313015014,1
592809808,1
464598436,1
300708624,1
537483856,1
258577495,1
1374523063,1
368316879,1
1256051882,1
466261386,1
833839327,1
1313344688,1
1456053786,1
493854111,1
1356372064,1
475172038,1
1669563772,1
176011023,1
1049379075,1
1422033573,1
941903669,1
144898504,1
791740431,1
355074508,1
406959157,1
1233721393,1
1367657215,1
1157123350,1
1357212359,1
461691210,1
404381677,1
355028086,2
274345196,2
140306040,1
1221534277,1
167220069,1
740025659,1
505043677,1
170609223,1
379294001,1
347702485,1
646359322,1
504452099,1
448004847,1
533301352,1
5622911,1
444341262,1
97773982,1
18333356,1
1810764537,1
529065267,1
246986450,1
112717867,1
1583167632,1
513692522,1
926810783,1
494028844,1
961691682,1
370621427,1
1947424058,1
960562986,1
380378330,1
416512111,1
458904380,1
688975,1
500879356,1
354459199,1
201339311,1
551844745,1
397153527,1
713521887,1
701333840,1
947510405,1
458901864,1
963951494,1
149807831,1
87220577,1
571577051,1
421931654,1
297511517,1
541293324,1
130327291,1
106144705,1
20386936,1
293882194,1
459346763,1
627106970,1
140593801,1
156601465,1
1227291744,1
362323934,1
861159702,1
589784125,1
636506883,1
1291505308,1
455153557,1
337213206,1
67731299,1
476861774,1
473992418,1
472089687,1
287107597,1
1097068630,1
160243665,1
471247184,1
1383584792,1
203188434,16
423467876,1
424499502,1
1334169361,1
495944684,1
341877857,1
508072661,1
405795437,1
365900483,1
409652606,1
948342811,1
564883163,1
1303001302,1
377730897,1
468847123,1
157144946,1
389472051,1
326836763,1
1496429511,1
93229008,1
254632017,1
782343628,1
1427206841,1
1412886981,1
461908187,1
817448415,1
1207162162,1
1421600979,1
326636463,1
257884469,1
596412190,1
397510290,1
1341826007,1
381346402,1
1334359171,1
370792181,1
364201868,1
561463191,1
1192511470,1
344540889,1
512460429,1
1580443771,1
421315255,1
1255418961,1
373582145,1
1119291902,1
369981902,1
450588268,1
1107063484,1
90192598,1
399020965,1
779904656,1
1621208369,1
833342018,1
664749859,1
916482549,1
408425406,1
817629263,1
139383925,1
380604187,1
1280815408,1
653934255,1
515447234,1
1264355660,1
1358486280,1
1286755472,1
478033562,1
1668079562,1
612328911,1
253766700,1
223795792,1
341136029,1
1399787283,1
1626914939,1
332194385,1
1253831842,1
399596159,1
1666103671,1
1715020707,1
503453719,1
155517761,1
1593828005,1
464927007,1
117487528,1
293988289,1
173309593,1
558578777,1
1029480087,1
502589699,1
1457203391,1
1002293617,1
887931,1
1236017686,1
1510869909,1
334208731,1
1320037493,1
171490400,1
919159118,1
1342618397,1
1202521488,1
65057,1
1767469471,1
1612718260,1
428854430,1
501198049,1
1411367046,1
500566154,1
1826929354,1
1370647637,1
1381729177,1
1149090587,1
751648989,1
339897986,1
1105417340,1
229781857,1
1275885883,1
427763864,1
882691811,1
607803501,1
1428782317,1
331788211,1
965445985,1
363725468,1
30028520,1
241268733,1
8845272,1
1897613416,1
1758456311,1
23845258,1
1635140145,1
1246675654,1
637767975,1
318901063,1
483903228,1
486723468,1
388183403,1
423735353,1
499535255,1
523289799,1
607567128,1
478278584,1
419092208,1
333006924,1
418494701,1
487708214,1
636928834,1
485934066,1
541978601,1
1157397579,1
864960167,1
460209785,1
1073165279,1
409235554,1
1298809578,1
1242051936,1
163316224,1
252218199,1
579208983,1
337045542,1
449894672,1
879218514,1
201846087,1
347670001,1
349822441,1
392217700,1
51658326,1
462198479,1
531777584,1
401063950,1
1266441819,1
888901578,1
322814432,1
1459150275,1
1138175609,1
880169786,1
837635877,1
559706439,1
335233039,1
111167043,1
505075840,1
